id,commercial_name,active,inscription_date,registry_num,formula,active_ingredient,pharma_comp,pharmaceutical_form,concentration,level_price,range_price,min_presentation_price,max_presentation_price,created_at,updated_at,hash
2545,BENFLUX 15mg/5mL JARABE,A,1991-09-23,14408,AMBROXOL CLORHIDRATO 3 mg.,AMBROXOL CLORHIDRATO,"LABORATORIOS ATRAL, S.A.",JARABE,3 mg.,,,,,2019-12-17 17:41:43,2019-12-17 17:41:43,905eb318aff97e7caca68d141e15cbb8
2546,RINAL 50mg TABLETAS,A,1987-02-11,14420,HIDROCLOROTIAZIDA 50 mg.,HIDROCLOROTIAZIDA,"LABORATORIOS GENERIX, S.A. DE C.V.",TABLETAS,50 mg.,0.06,$0.60 - $0.60,0.6,0.6,2019-12-17 17:41:43,2019-12-17 17:41:43,5b912d7229fbd74cd6222a31c8509139
2547,DICLOFENAC SODICO 50 mg  TABLETAS RECUBIERTAS ECOMED,A,1987-02-11,14425,DICLOFENACO SODICO 50 mg.,DICLOFENACO SODICO,LABORATORIOS PHARMEDIC,TABLETAS RECUBIERTAS,50 mg.,0.09,$14.66 - $24.47,14.66,24.47,2019-12-17 17:41:43,2019-12-17 17:41:43,3f30d265573d91cc570b2fae49e677fc
2548,RETINIC CREMA,A,1987-02-11,14432,TRETINOINA 0.05 g.,TRETINOINA,LABORATORIOS PHARMATOR,CREMA,0.05 g.,0.39,$7.78 - $7.96,7.78,7.96,2019-12-17 17:41:43,2019-12-17 17:41:43,1c1153e0d0f53f4decc31be9bc414d39
2549,CIPROXINA 0.2% SOLUCION PARA INFUSION,A,1987-03-03,14437,CIPROFLOXACINA 200 mg.,CIPROFLOXACINA,BAYER AG. ,SOLUCION INYECTABLE,200 mg.,0.37,$28.59 - $51.45,28.59,51.45,2019-12-17 17:41:43,2019-12-17 17:41:43,9ca2aa2c37b5c2bfa1fe611907b35e6e
2550,FISIOLIX 0.9% SOLUCION NASAL ,A,1987-02-11,14450,Cloruro de sodio 0.9 g.,Cloruro de sodio,LABORATORIO QUIMICO FARMACEUTICO MEDITECH LABORATORIES DE CENTRO AMERICA,SOLUCION NASAL,0.9 g.,0.19,$2.90 - $2.90,2.9,2.9,2019-12-17 17:41:43,2019-12-17 17:41:43,40fcdf468cbf9d15dcecfa0b91004fb2
2551,POLITOS JARABE,A,1987-02-11,14451,Clorfeniramina Maleato 2 mg. + CLORURO DE AMONIO 100 mg. + Guaifenesina 50 mg.,Clorfeniramina Maleato + CLORURO DE AMONIO + Guaifenesina,LABORATORIO QUIMICO FARMACEUTICO MEDITECH LABORATORIES DE CENTRO AMERICA,JARABE,2 mg. + 100 mg. + 50 mg.,0.06,$6.96 - $6.96,6.96,6.96,2019-12-17 17:41:43,2019-12-17 17:41:43,e5f79428530bc1b113cda381af234e7e
2552,HUMULIN N INSULINA HUMANA ISOFANA SUSPENSIÓN INYECTABLE,A,1987-02-11,14461,INSULINA HUMANA 100 UI + INSULINA HUMANA 100 UI,INSULINA HUMANA + INSULINA HUMANA,LILLY FRANCE (FABRICANTE CARTUCHO),SUSPENSION INYECTABLE,100 UI + 100 UI,2.7,$26.77 - $40.72,26.77,40.72,2019-12-17 17:41:43,2019-12-17 17:41:43,0471a0818af644d0af21f54ee4d996c8
2553,HUMULIN R INSULINA HUMANA SOLUCION INYECTABLE,A,1987-01-14,14462,INSULINA HUMANA 100 UI + INSULINA HUMANA 100 UI,INSULINA HUMANA + INSULINA HUMANA,LILLY FRANCE S.A.S.,SOLUCION INYECTABLE,100 UI + 100 UI,2.24,$26.59 - $27.23,26.59,27.23,2019-12-17 17:41:43,2019-12-17 17:41:43,ddb502aaf17423cc3e66476d913fc768
2554,GYNESTROL FORTE NORDIC (50/5) mg/ 2 mL SOLUCION INYECTABLE,A,1987-01-14,14469,BENZOATO DE ESTRADIOL 5 mg. + Progesterona 50 mg.,BENZOATO DE ESTRADIOL + Progesterona,LABORATORIOS VIJOSA,SOLUCION INYECTABLE,5 mg. + 50 mg.,,,,,2019-12-17 17:41:43,2019-12-17 17:41:43,345eb04e298003e1ffbacb41173349cb
2578,IBUPROFENO MK 400 MG TABLETA,A,1987-08-12,14629,Ibuprofeno 400 mg.,Ibuprofeno,"CORPORACION BONIMA, S.A. DE C.V.",TABLETAS,400 mg.,0.18,$9.03 - $9.03,9.03,9.03,2019-12-17 17:41:44,2019-12-17 17:41:44,aba2175b729ed254affecf01af19e3ae
10529,"CHAPSTICK CLASICO MEDICADO, BALSAMO LABIAL EN BARRA",A,2019-08-26,,,,,,,,,,,2019-12-17 17:47:17,2019-12-17 17:47:17,bb6f8ed425abd7ab2abb6625c5aa7975
2555,DOLO-TRACK CAPSULAS,A,1987-04-08,14477,VITAMINA E ACETATO 2 mg. + NICOTINAMIDA 20 mg. + VITAMINA B12  2.4 mcg. + VITAMINA C 53.6 mg. + Colecalciferol 400 UI + Sulfato de zinc 0.5 mg. + Fosfato tricálcico 160 mg. + PANTOTENATO DE CALCIO 7 mg. + SULFATO DE POTASIO 2 mg. + VITAMINA B1 6 mg. + VITAMINA B6 1.05 mg. + VITAMINA B2 2.75 mg. + SULFATO DE HIERRO 30 mg. + VITAMINA A PALMITATO 5000 UI + SULFATO DE MAGNESIO 3 mg.,VITAMINA E ACETATO + NICOTINAMIDA + VITAMINA B12  + VITAMINA C + Colecalciferol + Sulfato de zinc + Fosfato tricálcico + PANTOTENATO DE CALCIO + SULFATO DE POTASIO + VITAMINA B1 + VITAMINA B6 + VITAMINA B2 + SULFATO DE HIERRO + VITAMINA A PALMITATO + SULFATO DE MAGNESIO,LABORATORIO BILLCA,CAPSULAS DE GELATINA BLANDA,2 mg. + 20 mg. + 2.4 mcg. + 53.6 mg. + 400 UI + 0.5 mg. + 160 mg. + 7 mg. + 2 mg. + 6 mg. + 1.05 mg. + 2.75 mg. + 30 mg. + 5000 UI + 3 mg.,0.61,$12.26 - $12.26,12.26,12.26,2019-12-17 17:41:43,2019-12-17 17:41:43,420b2474e70e18eef7ee196a982542e9
2556,RETINIC GEL,A,1987-06-10,14490,TRETINOINA 0.05 g.,TRETINOINA,LABORATORIOS PHARMATOR,GEL,0.05 g.,0.26,$5.75 - $7.55,5.75,7.55,2019-12-17 17:41:43,2019-12-17 17:41:43,9903380c70449f2c0383ca2671c84019
2557,ALBUGENOL TR JARABE,A,1987-04-08,14504,SALBUTAMOL 2 mg. + Bromuro de ipratropio 0.4 mg.,SALBUTAMOL + Bromuro de ipratropio,"LABORATORIOS GENERIX, S.A. DE C.V.",JARABE,2 mg. + 0.4 mg.,0.05,$5.43 - $5.43,5.43,5.43,2019-12-17 17:41:43,2019-12-17 17:41:43,af85e4c6497be24d1d11d030ee1b0243
2558,BENZOGEL  5% GEL,A,1987-04-08,14505,PEROXIDO DE BENZOILO  5 g.,PEROXIDO DE BENZOILO ,LABORATORIOS PHARMATOR,GEL,5 g.,0.36,$10.17 - $10.17,10.17,10.17,2019-12-17 17:41:43,2019-12-17 17:41:43,b6f3b0ed472f48dd0f06016502ffbbdf
2559,POLDER POLVOS,A,1987-04-08,14506,SULFATO DE ALUMINIO 51.8 g. + ACETATO DE CALCIO ANHIDRO 36.45 g.,SULFATO DE ALUMINIO + ACETATO DE CALCIO ANHIDRO,LABORATORIOS PHARMATOR,POLVOS,51.8 g. + 36.45 g.,0.24,$1.11 - $38.39,1.11,38.39,2019-12-17 17:41:43,2019-12-17 17:41:43,d8e8146420d1b2b7bdcd997a61d2fd49
2560,ZINASEN 10 mg COMPRIMIDOS,A,1987-04-29,14515,DICLORHIDRATO DE FLUNARICINA 11.8 mg.,DICLORHIDRATO DE FLUNARICINA,"LABORATORIOS ATRAL, S.A.",COMPRIMIDO,11.8 mg.,0.64,$12.88 - $12.88,12.88,12.88,2019-12-17 17:41:43,2019-12-17 17:41:43,71c00dd8dc73f6e4ad1ec17a03241873
2561,PSICO-SOMA GRAGEAS,A,1962-05-15,1452,BROMHIDRATO DEL GLUTAMATO DE MAGNESIO 150 mg.,BROMHIDRATO DEL GLUTAMATO DE MAGNESIO,"FERRER INTERNACIONAL, SA",GRAGEAS,150 mg.,0.67,$9.86 - $10.52,9.86,10.52,2019-12-17 17:41:43,2019-12-17 17:41:43,ced2676d2b65a353e789002d4757917a
2562,PANADOL NIÑOS JARABE,A,1987-04-08,14522,Paracetamol 3.2 g.,Paracetamol,"GLAXOSMITHKLINE COSTA RICA, S.A.",JARABE,3.2 g.,0.07,$5.39 - $6.06,5.39,6.06,2019-12-17 17:41:43,2019-12-17 17:41:43,8e516f341a6f12265320b2d6eeb0190d
2563,PANADOL BEBE SOLUCION GOTAS  100 mg/mL,A,1986-04-08,14525,Acetaminofén 10 g.,Acetaminofén,"GLAXOSMITHKLINE COSTA RICA, S.A.",SOLUCION,10 g.,0.36,$5.44 - $5.44,5.44,5.44,2019-12-17 17:41:43,2019-12-17 17:41:43,8063f58fd4ead72ffd5adc2ea9dbd590
2564,PANADOL 500mg EXTRA FUERTE TABLETAS,A,1987-04-08,14526,Paracetamol 500 mg.,Paracetamol,"GLAXOSMITHKLINE PANAMA, S.A.",TABLETAS,500 mg.,0.09,$1.85 - $6.41,1.85,6.41,2019-12-17 17:41:43,2019-12-17 17:41:43,86abd2378935b831a3c0779393377562
2565,GEL RUB,A,1987-04-29,14527,Mentol 7 g. + SALICILATO DE METILO 15 g.,Mentol + SALICILATO DE METILO,LABORATORIOS PHARMATOR,GEL,7 g. + 15 g.,,,,,2019-12-17 17:41:43,2019-12-17 17:41:43,1ebf6a07eeb808c27a99a0d6b0c96eaa
2566,PSICO-SOMA SOLUCION 0.15 g - 2.05 g,A,1962-09-24,1453,PROMETAZINA HIDROCLORURO 7.5 mg. + GLUTAMATO MAGNESICO HIDROBROMURO 125 mg.,PROMETAZINA HIDROCLORURO + GLUTAMATO MAGNESICO HIDROBROMURO,"FERRER INTERNACIONAL, SA",SOLUCION,7.5 mg. + 125 mg.,0.15,$13.12 - $13.12,13.12,13.12,2019-12-17 17:41:44,2019-12-17 17:41:44,f5a34bbf103f913ea80e295e9f0ee729
2567,POLITOS  FORTE JARABE,A,1987-04-08,14534,CLORURO DE AMONIO 87.5 mg. + Dextrometorfano Bromhidrato 15 mg. + Guaifenesina 15 mg.,CLORURO DE AMONIO + Dextrometorfano Bromhidrato + Guaifenesina,LABORATORIO QUIMICO FARMACEUTICO MEDITECH LABORATORIES DE CENTRO AMERICA,JARABE,87.5 mg. + 15 mg. + 15 mg.,0.05,$6.18 - $6.18,6.18,6.18,2019-12-17 17:41:44,2019-12-17 17:41:44,df6c2f66982fb01cc06ca5f2b6217d54
2568,ANESTON NF 8/1% SOLUCION TOPICA,A,1987-04-08,14542,Benzocaína 8.4 g. + CLORHIDRATO DE LIDOCAINA 1.2 g.,Benzocaína + CLORHIDRATO DE LIDOCAINA,LABORATORIOS LOPEZ,SOLUCION TOPICA,8.4 g. + 1.2 g.,0.89,$2.82 - $9.12,2.82,9.12,2019-12-17 17:41:44,2019-12-17 17:41:44,e194cda3daafa97b513634a4a2f7976a
2569,YERRITOL VITAMINADO JARABE,A,1987-06-10,14587,Vitamina A 100000 UI + Hierro amoniacal citrato 3 g. + Vitamina D 8000 UI + VITAMINA B12  0.002 g. + VITAMINA C 1 g. + VITAMINA B1 0.1 g. + VITAMINA B2 0.06 g. + NIACINAMIDA 0.1 g.,Vitamina A + Hierro amoniacal citrato + Vitamina D + VITAMINA B12  + VITAMINA C + VITAMINA B1 + VITAMINA B2 + NIACINAMIDA,LABORATORIO BILLCA,JARABE,100000 UI + 3 g. + 8000 UI + 0.002 g. + 1 g. + 0.1 g. + 0.06 g. + 0.1 g.,0.08,$9.59 - $20.95,9.59,20.95,2019-12-17 17:41:44,2019-12-17 17:41:44,da2593d2b4948fb667791ea508bd56cf
2570,SULFASIL BALSAMICO 0.2025g/0.04g/5mL  SUSPENSION ORAL,A,1987-06-10,14591,Sulfametoxazol 0.2025 g. + Sulfametoxazol 0.2025 g. + Trimetoprim 0.04 g. + Trimetoprim 0.04 g.,Sulfametoxazol + Sulfametoxazol + Trimetoprim + Trimetoprim,"LABORATORIOS SUIZOS, S.A. DE C.V.",SUSPENSION,0.2025 g. + 0.2025 g. + 0.04 g. + 0.04 g.,0.11,$6.47 - $6.47,6.47,6.47,2019-12-17 17:41:44,2019-12-17 17:41:44,cee46351df9bb15aec45087158d46899
2571,ALUGEL 2 COMPUESTO TABLETAS,A,1987-06-10,14593,Hidróxido de Magnesio 400 mg. + Simeticona 30 mg. + HIDROXIDO DE ALUMINIO  400 mg.,Hidróxido de Magnesio + Simeticona + HIDROXIDO DE ALUMINIO ,LABORATORIOS RADON,TABLETAS,400 mg. + 30 mg. + 400 mg.,,,,,2019-12-17 17:41:44,2019-12-17 17:41:44,f90cee7b298822242a2f63f6a3bd8315
2572,ORTODEL NF TABLETA,A,1987-02-11,14600,Codeina fosfato 15 mg. + Acetaminofén 500 mg.,Codeina fosfato + Acetaminofén,LABORATORIO FARMACEUTICO FARDEL,TABLETAS,15 mg. + 500 mg.,0.3,$30.33 - $30.33,30.33,30.33,2019-12-17 17:41:44,2019-12-17 17:41:44,01c8c45af7776ad3c5d7511567f49bd2
2573,GANOL® ANTIGRIPAL SOLUCION INYECTABLE,A,1987-06-10,14609,DIPIRONA 1 g. + ABOB 500 mg. + FENILEFRINA HCl 3 mg. + CLORFENIRAMINA MALEATO 8 mg.,DIPIRONA + ABOB + FENILEFRINA HCl + CLORFENIRAMINA MALEATO,LABORATORIO FARMACEUTICO PAILL,SOLUCION INYECTABLE,1 g. + 500 mg. + 3 mg. + 8 mg.,0.83,$4.16 - $4.16,4.16,4.16,2019-12-17 17:41:44,2019-12-17 17:41:44,c9ee8ca46165a4481b83f38dee8abd49
2574,RENITEC  10 mg  TABLETAS ,A,1987-08-12,14611,Enalapril maleato 10 mg.,Enalapril maleato,MERCK SHARP & DOHME FARMACEUTICA LTDA,TABLETAS,10 mg.,,,,,2019-12-17 17:41:44,2019-12-17 17:41:44,4a4dd57c2d14ff253513318acabf1979
2575,RENITEC  20 mg  TABLETAS ,A,1987-08-12,14612,Enalapril maleato 20 mg.,Enalapril maleato,MERCK SHARP & DOHME FARMACEUTICA LTDA,TABLETAS,20 mg.,,,,,2019-12-17 17:41:44,2019-12-17 17:41:44,81a4b48f1bf664009513ba3f39fb28e0
2576,ISOPTIN SR  240 mg.  TABLETAS RECUBIERTAS DE LIBERACION PROLONGADA,A,1987-08-12,14618,Verapamilo clorhidrato 240 mg.,Verapamilo clorhidrato,"ABBOTT LABORATORIES DE MEXICO, S.A. DE C.V.",TABLETAS RECUBIERTAS  DE LIBERACION PROLONGADA,240 mg.,1.45,$26.79 - $31.12,26.79,31.12,2019-12-17 17:41:44,2019-12-17 17:41:44,87469b6270a19244950c41c4747b330d
2577,IBUPROFENO MK 600 mg TABLETA,A,1987-08-12,14628,Ibuprofeno 600 mg.,Ibuprofeno,"CORPORACION BONIMA, S.A. DE C.V.",TABLETAS,600 mg.,0.25,$12.44 - $12.44,12.44,12.44,2019-12-17 17:41:44,2019-12-17 17:41:44,472edc64f70b78681e5ab47e8e90edd6
10552,LANCOVUL LACOSAMIDA TABLETAS RECUBIERTAS 200 mg,A,2019-08-26,,,,,,,,,,,2019-12-17 17:47:18,2019-12-17 17:47:18,433aa0ec79247ce6eb4c64724417cd96
2579,SULFASIL 0.04 g/0.2 g/5 mL SUSPENSION ORAL,A,1987-06-10,14640,Sulfametoxazol 0.2 g. + Sulfametoxazol 0.2 g. + TRIMETROPRIM 0.04 g. + TRIMETROPRIM 0.04 g.,Sulfametoxazol + Sulfametoxazol + TRIMETROPRIM + TRIMETROPRIM,"LABORATORIOS SUIZOS, S.A. DE C.V.",SUSPENSION,0.2 g. + 0.2 g. + 0.04 g. + 0.04 g.,0.06,$3.51 - $3.51,3.51,3.51,2019-12-17 17:41:44,2019-12-17 17:41:44,62164e2f6fc16c3ff7458deb95c7e96c
2580,ALBUGENOL INHALADOR BUCAL AEROSOL,A,1987-08-12,14642,SALBUTAMOL 100 mcg.,SALBUTAMOL,"LABORATORIOS GENERIX, S.A. DE C.V.",AEROSOL,100 mcg.,0.02,$4.71 - $4.71,4.71,4.71,2019-12-17 17:41:44,2019-12-17 17:41:44,da3e377dcd95738ffa602dd5412c15d5
2581,DIANE-35 GRAGEAS 2 MG- 0.035 MG,A,1987-08-12,14644,ACETATO DE CIPROTERONA 2 mg. + Etinilestradiol 0.035 mg.,ACETATO DE CIPROTERONA + Etinilestradiol,SCHERING DO BRASIL QUIMICA E FARMACEUTICA LTDA,GRAGEAS,2 mg. + 0.035 mg.,0.74,$14.58 - $16.56,14.58,16.56,2019-12-17 17:41:44,2019-12-17 17:41:44,b4648f579a21ba5f7194fcd962ec8232
2582,KALMAN 240 mg CAPSULAS,A,1987-08-26,14658,CARBONATO DE CALCIO 600 mg.,CARBONATO DE CALCIO,"LABORATORIOS ARSAL, S.A. DE C.V.",CAPSULA,600 mg.,0.47,$14.14 - $14.14,14.14,14.14,2019-12-17 17:41:44,2019-12-17 17:41:44,997c60cfaa48692b7f5831c56cde5d45
2583,LAXIFEN (350/400) mg TABLETAS,A,1987-08-26,14660,Metocarbamol 400 mg. + PARACETAMOL  350 mg.,Metocarbamol + PARACETAMOL ,"LABORATORIOS ARSAL, S.A. DE C.V.",TABLETAS,400 mg. + 350 mg.,0.19,$0.57 - $114.10,0.57,114.1,2019-12-17 17:41:44,2019-12-17 17:41:44,dc5c859ae2259331d12e6c75786b96fc
2584,VISINE ORIGINAL 0.05% SOLUCION OFTALMICA,A,1987-09-09,14667,Clorhidrato de Tetrahidrozolina (Tetrizolina Clorhidrato) 0.5 mg.,Clorhidrato de Tetrahidrozolina (Tetrizolina Clorhidrato),JANSSEN PHARMACEUTICA NV,SOLUCION OFTALMICA,0.5 mg.,0.34,$5.09 - $5.09,5.09,5.09,2019-12-17 17:41:44,2019-12-17 17:41:44,7f144b938f2c2eb4221db288ee6c3bcd
2585,NOLVADEX-D 20mg COMPRIMIDOS RECUBIERTOS,A,1987-09-09,14674,Tamoxifeno citrato 20 mg.,Tamoxifeno citrato,ASTRAZENECA UK LIMITED,COMPRIMIDO RECUBIERTO,20 mg.,1.3,$38.85 - $38.85,38.85,38.85,2019-12-17 17:41:44,2019-12-17 17:41:44,9fe2a8c535eb296c964abe6c6302c9d1
2586,APEXYL FORTE BC JARABE,A,1987-08-12,14679,Riboflavina 5´- fosfato 0.016 g. + Vitamina C 0.5 g. + Piridoxina clorhidrato 0.01 g. + Tiamina clorhidrato 0.01 g. + Ciproheptadina clorhidrato 0.04 g.,Riboflavina 5´- fosfato + Vitamina C + Piridoxina clorhidrato + Tiamina clorhidrato + Ciproheptadina clorhidrato,LABORATORIO BILLCA,CAPSULAS DE GELATINA BLANDA,0.016 g. + 0.5 g. + 0.01 g. + 0.01 g. + 0.04 g.,0.04,$9.01 - $9.39,9.01,9.39,2019-12-17 17:41:44,2019-12-17 17:41:44,b7844b17c8a06db0619b58d17c40a045
2587,FERROPRIN® ANTIANEMICO JARABE,A,1987-09-30,14683,Hierro amoniacal citrato 50 mg. + CIANOCOBALAMINA 10 mcg. + Ácido fólico 200 mcg.,Hierro amoniacal citrato + CIANOCOBALAMINA + Ácido fólico,LABORATORIO FARMACEUTICO VIDES,JARABE,50 mg. + 10 mcg. + 200 mcg.,0.17,$5.08 - $9.55,5.08,9.55,2019-12-17 17:41:44,2019-12-17 17:41:44,15e1deb6840acb6684540840a6322070
2588,NAZIL OFTENO (F.F. SOLUCIÓN OFTALMICA),A,1987-08-26,14700,Nafazolina clorhidrato 1 mg.,Nafazolina clorhidrato,"LABORATORIOS SOPHIA, S.A. DE C.V.",SOLUCION OFTALMICA,1 mg.,0.15,$4.12 - $4.96,4.12,4.96,2019-12-17 17:41:44,2019-12-17 17:41:44,998dffbb4213b4777f821d78faf75df1
2589,PONTI OFTENO (F.F.SOLUCION),A,1987-08-26,14701,TETRACAINA CLORHIDRATO 5 mg.,TETRACAINA CLORHIDRATO,"LABORATORIOS SOPHIA, S.A. DE C.V.",SOLUCION,5 mg.,0.7,$7.02 - $7.02,7.02,7.02,2019-12-17 17:41:44,2019-12-17 17:41:44,624120a82fcadb79a31f8c096c40dc87
2590,"DERMISONA 1% CREMA
",A,1987-11-11,14716,Hidrocortisona 1.03 g. + Hidrocortisona 1.03 g.,Hidrocortisona + Hidrocortisona,LABORATORIOS LAFAR,CREMA,1.03 g. + 1.03 g.,0.29,$4.35 - $4.35,4.35,4.35,2019-12-17 17:41:44,2019-12-17 17:41:44,5cc2ecf6615701207518bf80fb1d735a
2591,PULMO-CALCIO VITAMINADO NUEVA FORMULA JARABE,A,1987-08-26,14717,CLOROPROFENPIRIDAMINA MALEATO 0.01 g. + VITAMINA D 0.00013 g. + GUAYACOL SULFONATO DE POTASIO 2 g. + VITAMINA A 0.0647 g. + VITAMINA C  2.875 g.,CLOROPROFENPIRIDAMINA MALEATO + VITAMINA D + GUAYACOL SULFONATO DE POTASIO + VITAMINA A + VITAMINA C ,LABORATORIOS LOPEZ,JARABE,0.01 g. + 0.00013 g. + 2 g. + 0.0647 g. + 2.875 g.,0.03,$3.36 - $3.68,3.36,3.68,2019-12-17 17:41:44,2019-12-17 17:41:44,e29eff66168e2df853f6628aec3eefb0
2592,ALUGEL 2 COMPUESTO SUSPENSION,A,1987-09-23,14726,Hidróxido de Magnesio 400 mg. + Hidróxido de Aluminio 400 mg. + Simeticona 30 mg.,Hidróxido de Magnesio + Hidróxido de Aluminio + Simeticona,LABORATORIOS RADON,SUSPENSION,400 mg. + 400 mg. + 30 mg.,,,,,2019-12-17 17:41:44,2019-12-17 17:41:44,da5764f850940477f2837bcc62378e31
2593,NORMALINA JARABE,A,1987-09-09,14735,EXTRACTO DE VIBURNIO PRUNIPOLIUM 48.5 mg. + EXTRACTO FLUIDO DE CIPRES 23.8 mg. + EXTRACTO FLUIDO DE HAMAMELIS 46.5 mg. + PASIFLORA 46.5 mg.,EXTRACTO DE VIBURNIO PRUNIPOLIUM + EXTRACTO FLUIDO DE CIPRES + EXTRACTO FLUIDO DE HAMAMELIS + PASIFLORA,LABORATORIOS LOPEZ,JARABE,48.5 mg. + 23.8 mg. + 46.5 mg. + 46.5 mg.,0.04,$4.94 - $5.75,4.94,5.75,2019-12-17 17:41:44,2019-12-17 17:41:44,84f68c90f165f6341c5e24b84c7c08f9
2594,LOMBRICURA 620mg/5mL JARABE,A,1987-09-23,14741,PIPERAZINA 12.4 g.,PIPERAZINA,LABORATORIOS RADON,JARABE,12.4 g.,0.1,$3.11 - $3.11,3.11,3.11,2019-12-17 17:41:45,2019-12-17 17:41:45,d6203c52bb40b173e22db6cec7b39757
2595,TRIDERM CREMA,A,1987-10-14,14749,Clotrimazol 10 mg. + Betametasona 0.643 mg. + GENTAMICINA SULFATO 1 mg.,Clotrimazol + Betametasona + GENTAMICINA SULFATO,SCHERING PLOUGH S.A. DE C.V. ,CREMA,10 mg. + 0.643 mg. + 1 mg.,2.08,$31.13 - $31.13,31.13,31.13,2019-12-17 17:41:45,2019-12-17 17:41:45,182ec0616cefed92724646f79e9d3957
2596,ZORRITONE JARABE,A,1987-11-11,14759,Mentol 5.2 mg. + GOMENOL 33.3 mg. + Colecalciferol 8.4 UI + BALSAMO DE EL SALVADOR 66.6 mg. + VITAMINA A 84 UI,Mentol + GOMENOL + Colecalciferol + BALSAMO DE EL SALVADOR + VITAMINA A,LABORATORIO ANCALMO,JARABE,5.2 mg. + 33.3 mg. + 8.4 UI + 66.6 mg. + 84 UI,0.03,$4.16 - $4.16,4.16,4.16,2019-12-17 17:41:45,2019-12-17 17:41:45,cd84499c7d12b4b09ea1ff8c3e5cd00d
2597,MENADERM OTOLOGICO 0.25 mg + 10 mg/mL GOTAS OTICAS EN SOLUCION.,A,1987-11-11,14761,Clioquinol 10 mg. + BECLOMETASONA DIPROPIONATO 0.25 mg.,Clioquinol + BECLOMETASONA DIPROPIONATO,"LABORATORIOS MENARINI, SA",SOLUCION OTICA,10 mg. + 0.25 mg.,1.14,$11.09 - $11.64,11.09,11.64,2019-12-17 17:41:45,2019-12-17 17:41:45,768fba3ab691cf4b38c76bae5e045580
2598,MENTIS  300 mg CAPSULA,A,1987-11-11,14762,PIRISUDANOL DIMALEATO 300 mg.,PIRISUDANOL DIMALEATO,"LABORATORIOS MENARINI, SA",CAPSULA,300 mg.,0.66,$15.76 - $15.76,15.76,15.76,2019-12-17 17:41:45,2019-12-17 17:41:45,497709e763634778e2a85643ab657c73
2599,DISGREN 300mg CAPSULAS,A,1987-11-11,14773,triflusal 300 mg.,triflusal,"J.URIACH & CIA, S.A.",CAPSULA,300 mg.,2.19,$43.80 - $43.80,43.8,43.8,2019-12-17 17:41:45,2019-12-17 17:41:45,c94b81e332aa57e5f24b6a6ff8a032be
2600,DIPRIVAN 10mg/mL (1%) EMULSION PARA INFUSION,A,1987-11-11,14779,Propofol 10 mg.,Propofol,CORDEN PHARMA SPA,EMULSION PARA INFUSION,10 mg.,,,,,2019-12-17 17:41:45,2019-12-17 17:41:45,47e3e4fa6c30ad99ca8345def2809328
2601,TRIMOXIN REAL 500 mg TABLETAS,A,1987-11-11,14784,AMOXICILINA TRIHIDRATO 590.9 mg.,AMOXICILINA TRIHIDRATO,"WEXFORD LABORATORIES, PVT. LTD.",TABLETAS,590.9 mg.,0.35,$7.00 - $7.00,7,7,2019-12-17 17:41:45,2019-12-17 17:41:45,5b556fbf72fd900e5aac465b1da351b0
2602,ACETOSIL 120 mg/5 mL JARABE,A,1987-11-11,14789,Paracetamol 120 mg.,Paracetamol,"LABORATORIOS SUIZOS, S.A. DE C.V.",JARABE,120 mg.,0.06,$3.52 - $3.52,3.52,3.52,2019-12-17 17:41:45,2019-12-17 17:41:45,5507c95f239bdae8860134ccf411f013
2603,HONGOSIL SOLUCION,A,1987-11-11,14790,Ácido undecilénico 9.253 g.,Ácido undecilénico,"LABORATORIOS SUIZOS, S.A. DE C.V.",SOLUCION,9.253 g.,0.21,$4.12 - $4.12,4.12,4.12,2019-12-17 17:41:45,2019-12-17 17:41:45,99302ba7de9e9c46a53e5ed7eeb19e9e
2604,ADEMIN GOTAS SOLUCION ORAL,A,1987-11-11,14804,VITAMINA D 400 UI + ZINC 5 mg. + VITAMINA A 2 UI + VITAMINA C  50 mg.,VITAMINA D + ZINC + VITAMINA A + VITAMINA C ,GAMMA LABORATORIES ,SOLUCION ORAL,400 UI + 5 mg. + 2 UI + 50 mg.,2.12,$5.69 - $5.99,5.69,5.99,2019-12-17 17:41:45,2019-12-17 17:41:45,d7b41b180c129b579133935875c7b593
2605,"FOLHEM CON HIERRO, ELIXIR",A,1987-11-11,14805,VITAMINA B12  0.1 mg. + Ácido fólico 2 mg. + HIERRO  12.5 mg. + ACIDO ASCORBICO 12.5 mg.,VITAMINA B12  + Ácido fólico + HIERRO  + ACIDO ASCORBICO,GAMMA LABORATORIES ,ELIXIR,0.1 mg. + 2 mg. + 12.5 mg. + 12.5 mg.,0.08,$5.19 - $11.31,5.19,11.31,2019-12-17 17:41:45,2019-12-17 17:41:45,fa5a4733a5d4da75adc4f35d1f80108f
2606,DOLORUB CREMA,A,1987-11-11,14816,Mentol 20 mg. + Alcanfor 20 mg. + EUCALIPTOL 20 mg. + SALICILATO DE METILO 50 mg. + Guayacol 20 mg. + TOMILLO 10 mg. + SALVIA 10 mg.,Mentol + Alcanfor + EUCALIPTOL + SALICILATO DE METILO + Guayacol + TOMILLO + SALVIA,LABORATORIOS LAFAR,CREMA,20 mg. + 20 mg. + 20 mg. + 50 mg. + 20 mg. + 10 mg. + 10 mg.,,,,,2019-12-17 17:41:45,2019-12-17 17:41:45,03b71252983129f4abb94f95239a14a0
